year,state,stateyear,foreign_born,soc_capital_ma,avg_att_rate,avg_daily_att_total,dropout_rate,enroll_students_public,fouryear_tuition,twoyear_tuition,grad_rate,foodinsecure,marginallyfoodinsecure,verylowfoodsecure,foodstamp_rep,lunchprogram_total,povrate,wic_total,gub_election,constitution_adopted,health_rank,quality_of_life_rank,lowinc_children,pop_govhealthins,pop_nohealthins,anti_education,pro_education,neutral_education,ideo_cit,ideo_state,party_state,policy_mood,charterschoolslaw,comp_years,evol_wkns_allowed,homeschool_records_extent,innovatescore,kind_att_rqd,mand_lic_teach,pollib_lower,pollib_median,pollib_upper,prvt_curric_control_extent,stnd_testing_rqd,taxcredit_parents,teacher_qual_rqd
2010,Maryland,2010_Maryland,13.89999962,0.43769956,,,,848412,8540.329795,3937.360266,83,13.53937,21.914841,5.1008201,560848,433597,10.8,147848,1,0,21,12,86,1442.22,740.589,0.074879775,0.715526189,0.209594035,60.1859,-0.053268764,0.218446597,46.99300003,1,11,0,2,0.007874,1,1,1.3588,1.66903,2.04451,1,2,0,0
2011,Maryland,2011_Maryland,13.89999962,0.58266467,,,,,8479.87698,3949.677659,84,14.37254,23.9818,6.2434402,667738,435111,9.3,147421,0,0,24,14,79,1602.02,802.493,0.080556187,0.712760481,0.206683333,61.31796,-0.131147534,0.2265625,,,,,,,,,1.28363,1.65911,2.01948,,,,
2012,Maryland,2012_Maryland,14.10000038,,,,,,8623.646335,4081.78924,85,15.10803,26.303129,5.0369101,716379.1667,434140,9.9,146272,0,0,19,13,59,,,0.086232598,0.709994772,0.20377263,62.81186,,,,1,11,0,2,,2,1,1.37139,1.74828,2.15168,1,2,0,0
2013,Maryland,2013_Maryland,,,,,,,8735.635168,4112.354588,86.4,14.24835,22.915991,3.9999001,771020.75,422721,10.3,144628,0,0,,,30,,,,,,60.80084,,,,,,,,,,,1.33846,1.72129,2.15915,,,,
2014,Maryland,2014_Maryland,,,,,,,8769.434084,4176.12697,87,12.32481,20.3491,6.45193,787597,423553,,140467,1,0,,,24,,,,,,,,,,1,12,0,2,,2,1,1.56313,1.96598,2.36501,1,2,0,0
2015,Maryland,2015_Maryland,,,,,,,9239.814213,4309.974282,87.6,10.2641,19.046209,1.5239,,434494,,142841,0,0,,,27,,,,,,,,,,1,,0,,,,,,,,,,0,
2003,Massachusetts,2003_Massachusetts,,0.96593988,95.1001,932417,3.3,982989,,,79.26712645,6.8108001,11.84808,2.3801601,292200,541767,10.3,113957,0,0,6,8,71,1577,642.611,0.070919047,0.699280715,0.229800238,81.30841,0.07185629,0.188059703,49.31600189,,,,,0.034826,,,1.3593,1.78329,2.14819,,,,
2004,Massachusetts,2004_Massachusetts,,0.47937775,95.3631,930338,3.7,980459,8937.228078,4270.404261,78.7,9.0999002,16.001989,2.6511199,334939,548522,9.2,115657,0,0,7,6,37,1668,622.861,0.049170662,0.750442302,0.200387036,84.62149,0.027149322,0.135746613,47.06999969,1,10,0,0,0.034826,0,0,1.54422,1.90945,2.32626,1,2,0,0
2005,Massachusetts,2005_Massachusetts,14.39999962,0.37645856,95.7035,930151,3.8,975574,9033.499207,4308.000031,79.5,8.1505499,13.4823,2.2163401,368122,558107,10.1,114161,0,0,7,13,22,1701,545.231,0.056980309,0.73398396,0.209035731,80.04366,-0.012605042,0.134453788,43.24200058,,,,,0.045455,,,1.63669,2.02542,2.43822,,,,
2006,Massachusetts,2006_Massachusetts,14.10000038,0.17153542,96.3905,933697,3.4,971909,8967.204919,4232.312595,80.8,7.0987701,14.56555,2.52247,431518,559612,12,115959,1,0,7,24,67,1643,607.864,0.064789957,0.717525618,0.217684425,83.60213,0.060975611,0.192073166,43.17300034,1,10,0,0,0.045455,0,0,1.51065,1.88092,2.24529,1,2,0,0
2007,Massachusetts,2007_Massachusetts,14.19999981,0.31130633,95.2462,917181,3.8,968661,9111.775751,4267.642909,81.5,9.5254602,17.294411,3.3195901,456192,561853,11.2,118072,0,0,7,21,14,1962,312.253,0.057873813,0.703633268,0.238492919,87.75617,0.091584161,0.201474205,47.42399979,,,,,0.066076,,,1.59758,1.91776,2.32663,,,,
2008,Massachusetts,2008_Massachusetts,14.39999962,0.50270575,95.3141,913976,3.4,962958,9013.70512,4294.063915,,10.02326,16.676861,4.0939398,505782,557824,11.3,123938,0,0,7,18,20,1995,319.216,0.05095767,0.689740917,0.259301413,90.95694,0.069037654,0.23092784,43.93700027,1,10,0,0,0.066076,0,0,1.59325,2.00336,2.40116,1,2,0,0
2009,Massachusetts,2009_Massachusetts,14.30000019,0.64904994,95.3753,912792,2.9,958910,10324.25033,4795.038226,,12.8241,21.27879,4.9288902,627611,547582,10.8,127944,0,0,3,15,32,2344,285.329,0.054840302,0.686608549,0.258551149,86.2589,0.086046509,0.224770635,43.89699936,,,,,0.00295,,,1.69187,2.05889,2.41828,,,,
2010,Massachusetts,2010_Massachusetts,15,0.70835829,,,,957053,10473.13547,5070.993289,83,11.42137,18.96788,3.6317,749121,544130,10.6,125637,1,0,2,11,24,2164,362.255,0.058722935,0.683476181,0.257800884,68.04102,-0.011605415,0.190751448,41.26499939,1,10,0,2,0.00295,0,0,1.62957,2.0162,2.41135,1,2,0,0
2011,Massachusetts,2011_Massachusetts,14.89999962,0.74145132,,,,,10827.52789,5130.959353,85,11.96259,19.042089,4.0054498,813631,542347,10.6,119099,0,0,7,10,25,2165,219.422,0.070914103,0.730154758,0.19893114,68.29739,0.028248588,0.201149419,,,,,,,,,1.6213,2.01863,2.41867,,,,
2012,Massachusetts,2012_Massachusetts,15.10000038,,,,,,11185.53104,5371.659849,85,10.79463,20.45031,3.38907,861568.25,534456,11.3,122568,0,0,4,10,29,,,0.083105271,0.776833334,0.140061395,75.62011,,,,1,10,0,2,,0,0,1.69016,2.0913,2.52499,1,2,0,0
2013,Massachusetts,2013_Massachusetts,,,,,,,11072.25687,5297.431357,86.1,9.34758,17.221451,4.1634998,887618.6667,514426,11.9,119952,0,0,,,10,,,,,,79.29929,,,,,,,,,,,1.72793,2.15322,2.61871,,,,
2014,Massachusetts,2014_Massachusetts,,,,,,,11078.67569,5362.05273,87.3,10.2215,17.782829,5.3461599,863412,515506,,115110,1,0,,,11,,,,,,,,,,1,10,0,2,,0,0,1.73872,2.21577,2.65966,1,2,0,0
2015,Massachusetts,2015_Massachusetts,,,,,,,11711.51203,5744.390506,87.5,9.2955399,15.95308,4.1350598,,515426,,113262,0,0,,,7,,,,,,,,,,1,,0,,,,,,,,,,0,
2003,Michigan,2003_Michigan,,-0.056865655,90.4956,1590555,4.5,1785160,,,72.53818839,10.40976,19.51721,3.3207901,837629,842678,11.4,216684,0,0,29,25,71,2490.72,920.49,0.061025785,0.714530559,0.224443656,53.1946,-0.114754096,0.001930502,44.91699982,,,,,0.034039,,,-0.093644,0.357379,0.843701,,,,
2004,Michigan,2004_Michigan,,-0.071465686,90.4188,1583496,4.6,1757604,7997.002207,2534.798126,73,13.60339,21.240419,4.2457099,943713,858209,13.3,222077,0,0,35,33,112,2666.68,1012.8,0.052206524,0.729433647,0.218359828,57.62982,-0.163982436,0.030567685,43.16600037,1,10,0,0,0.034039,0,0.5,-0.035958,0.40676,0.874937,1,0,0,0
2005,Michigan,2005_Michigan,6.099999905,0.22351231,90.3426,1574023,3.9,1751290,8740.387712,2618.298475,72.2,13.02613,20.25227,4.31917,1047594,869217,12,226601,0,0,32,34,68,2640.67,949.218,0.051812214,0.738600344,0.209587443,56.2296,-0.172151893,0.096938774,38.36899948,,,,,0.044071,,,-0.006512,0.45201,0.894592,,,,
2006,Michigan,2006_Michigan,5.900000095,0.073105365,90.3429,1556297,3.5,1742282,9073.633568,2638.247946,77,12.04362,20.18368,3.7251101,1133793,884793,13.3,229770,1,0,30,39,86,2774.5,1009.23,0.051417903,0.74776704,0.200815057,59.70505,-0.134808853,0.109979637,40.67599869,1,10,0,0,0.044071,0,0.5,-0.012922,0.399266,0.774714,1,0,0,0
2007,Michigan,2007_Michigan,6.099999905,0.13503958,90.316,1528815,7.4,1722656,9818.813505,2690.67145,76.29998779,11.19159,22.115919,3.4095399,1204409,896882,10.8,232206,0,0,33,41,75,2814.79,1072.52,0.054537248,0.719718563,0.22574419,64.41296,-0.114960633,0.094308943,44.30199814,,,,,0.140638,,,-0.098122,0.330086,0.748491,,,,
2008,Michigan,2008_Michigan,5.800000191,-0.057343159,90.2517,1498107,6.2,1692739,9988.484979,2685.841251,,13.1857,24.15135,4.1528502,1256373,901387,13,238198,0,0,31,45,83,2850.97,1125.02,0.057656592,0.691670086,0.250673322,71.89232,-0.171851858,0.100729927,42.04700089,1,10,0,0,0.140638,0,0.5,-0.096714,0.318279,0.736761,1,0,0,0
2009,Michigan,2009_Michigan,6.199999809,0.044844825,89.5839,1477312,3.8,1659921,10907.56656,2823.831647,,16.143841,25.14209,5.5212402,1450272,911466,14,243275,0,0,30,47,83,2849.92,1273.86,0.056871384,0.709673021,0.233455595,61.23849,-0.129655167,0.111878455,43.35300064,,,,,0.011364,,,0.032357,0.4837,0.855002,,,,
2010,Michigan,2010_Michigan,6,-0.007461573,,,,1649082,11187.31323,2973.717005,74,15.30318,23.879721,6.1496501,1776368,920107,15.5,257388,1,0,28,47,84,3198.6,1265.8,0.056086175,0.727675957,0.216237867,54.74061,-0.212793738,0.013513514,40.97299957,1,12,0,0,0.011364,0,0.5,0.059464,0.428394,0.843245,1,0,0,0
2011,Michigan,2011_Michigan,6.099999905,0.11891133,,,,,11547.58778,3047.472433,76,12.91086,22.33432,4.5310602,1928478,910341,15,252705,0,0,33,43,83,3183.62,1209.18,0.065358343,0.740860503,0.193781154,50.6825,-0.195876285,0.103448279,,,,,,,,,-0.040965,0.372092,0.77381,,,,
2012,Michigan,2012_Michigan,6.099999905,,,,,,11756.93952,3195.265792,77,13.83836,25.155991,4.6746101,1828384.25,907684,13.7,255954,0,0,37,41,54,,,0.074630511,0.754045049,0.17132444,53.27965,,,,1,12,0,0,,0,0.5,-0.194309,0.203906,0.609463,1,0,0,0
2013,Michigan,2013_Michigan,,,,,,,11950.14127,3322.151569,78.6,14.72339,25.047791,5.9968801,1775645.667,874098,14.5,254126,0,0,,,63,,,,,,53.58814,,,,,,,,,,,-0.140304,0.285625,0.744515,,,,
2014,Michigan,2014_Michigan,,,,,,,11715.23544,3411.619027,79.8,14.01908,22.564091,4.38064,1679421,860174,,251716,1,0,,,55,,,,,,,,,,1,12,0,0,,0,0.5,-0.197119,0.273771,0.71211,1,0,0,0
2015,Michigan,2015_Michigan,,,,,,,12094.40576,3504.624742,79.7,14.07212,24.24818,4.90905,,842748,,244829,0,0,,,44,,,,,,,,,,1,,0,,,,,,,,,,0,
2003,Minnesota,2003_Minnesota,,0.89061278,94.0728,792896,3.8,846891,,,84.71694597,7.8717999,15.7753,1.82959,234631,577652,7.4,110117,0,0,1,2,39,1087.2,442.781,0.063063089,0.706771384,0.230165527,52.84867,-0.088154271,0.140762463,42.72700119,,,,,0.037945,,,0.990754,1.40347,1.81678,,,,
2004,Minnesota,2004_Minnesota,,0.7140907,94.0192,788354,3.9,842854,8211.729467,4821.834029,85.9,6.7756901,13.87142,2.7062099,247465,583455,7,116677,0,0,1,2,50,1045.93,424.788,0.048687827,0.695324381,0.255987792,53.0448,-0.117381491,0.03125,41.58800125,1,9,0,2,0.037945,0,0.5,0.8937,1.3387,1.76217,1,2,1,0
2005,Minnesota,2005_Minnesota,6.300000191,1.0667335,93.8371,787521,3.7,838503,8551.958895,4942.253895,86.2,8.4681501,16.85281,3.1301301,259937,590260,8.1,123275,0,0,1,2,37,1160.86,389.397,0.055811094,0.708100651,0.236088255,58.07155,-0.08791209,0.170634925,37.64500046,,,,,0.051236,,,0.916852,1.35993,1.76137,,,,
2006,Minnesota,2006_Minnesota,6.599999905,1.431789,94.153,791417,3.1,839243,8890.339784,5042.352865,86.5,11.0234,18.65134,3.32393,263986,597114,8.2,129066,1,0,1,5,62,1296.96,457.119,0.06293436,0.720876922,0.216188718,57.37889,-0.109090909,0.108695649,39.27199936,1,9,0,2,0.051236,0,0.5,0.9111,1.311,1.72581,1,2,1,0
2007,Minnesota,2007_Minnesota,6.599999905,1.1932732,94.3442,790206,3,840565,9008.954902,5136.421325,86.39996338,10.42934,15.37608,3.4318099,276414,607537,9.3,134671,0,0,2,4,50,1270.77,415.531,0.068431203,0.703875976,0.227692821,64.23943,-0.114416473,0.052873563,42.36199951,,,,,0.227907,,,0.857375,1.30727,1.69201,,,,
2008,Minnesota,2008_Minnesota,6.5,0.93561828,94.6629,791427,2.8,837578,9099.039384,4990.960403,,12.8316,20.62965,4.8579998,293918,612159,9.9,141440,0,0,3,4,55,1391.16,421.217,0.073928045,0.686875031,0.239196925,69.15567,-0.16435644,0.08858268,40.35400009,1,9,0,2,0.227907,0,0.5,0.726908,1.15391,1.52773,1,2,1,0
2009,Minnesota,2009_Minnesota,6.800000191,1.0656945,93.8358,785455,1.9,836048,9820.274046,5295.662119,,11.28025,18.609871,3.1149199,344972,615043,11.1,141598,0,0,6,4,47,1516.32,417.618,0.070310464,0.70939764,0.220291896,56.8782,-0.102725364,0.07692308,39.76699829,,,,,0.48,,,0.734679,1.11774,1.5423,,,,
2010,Minnesota,2010_Minnesota,7.099999905,1.0211697,,,,837053,10361.64867,5451.814509,77,10.58752,18.87179,4.6827798,430346,630764,10.5,138562,1,0,6,1,53,1552.3,507.636,0.066692884,0.731920249,0.201386868,50.47795,-0.172351882,0.068391867,39.12200165,1,9,0,2,0.48,0,0.5,0.704898,1.12596,1.51106,1,2,1,0
2011,Minnesota,2011_Minnesota,7.300000191,1.296932,,,,,10670.94681,5497.380366,78,11.60702,20.911341,3.8178101,505919,631230,10,131255,0,0,6,1,69,1519.24,487.457,0.082290035,0.731001585,0.18670838,48.84326,-0.11981567,0.067632847,,,,,,,,,0.636718,1.07501,1.51711,,,,
2012,Minnesota,2012_Minnesota,7.5,,,,,,10883.02067,5639.507573,79.8,11.76091,18.67087,5.17769,538868.8333,627280,10,128436,0,0,5,5,62,,,0.097887186,0.730082922,0.172029892,49.36418,,,,1,9,0,2,,0,0.5,0.584537,1.02237,1.50185,1,2,1,0
2013,Minnesota,2013_Minnesota,,,,,,,10780.18582,5535.295886,81.2,10.64746,17.15103,3.40431,552928.3333,608867,12,124745,0,0,,,43,,,,,,51.13846,,,,,,,,,,,0.786565,1.24648,1.74025,,,,
2014,Minnesota,2014_Minnesota,,,,,,,10670.46077,5436.431303,81.9,10.13517,18.41877,3.6818199,533743,610327,,121755,1,0,,,30,,,,,,,,,,1,10,0,2,,0,0.5,0.677273,1.1756,1.6553,1,2,1,0
2015,Minnesota,2015_Minnesota,,,,,,,10921.81397,5435.595632,82.2,10.62659,16.57593,4.2012901,,613740,,119403,0,0,,,21,,,,,,,,,,1,,0,,,,,,,,,,1,
2003,Mississippi,2003_Mississippi,,-0.95429641,93.9073,463470,3.7,492645,,,62.73098643,13.45779,26.41291,2.9058101,355783,395089,16,103244,1,0,50,50,65,952.375,499.973,0.060605417,0.747010038,0.192384545,38.3186,-0.308571428,-0.111111112,41.37900162,,,,,0.001581,,,-2.46076,-1.93463,-1.49363,,,,
2004,Mississippi,2004_Mississippi,,-0.76895607,93.6291,463816,2.9,493540,5070.866827,1964.309725,63.3,20.26577,32.18729,4.3871498,376864,399474,18.6,102738,0,0,50,50,71,945.684,485.405,0.068321073,0.722917145,0.208761782,35.71953,-0.346153855,-0.11797753,42.77199936,1,11,0,0,0.001581,0,0,-2.70572,-2.07041,-1.5597,0,0,0,0
2005,Mississippi,2005_Mississippi,1.5,-1.3626068,93.1626,461112,2.8,495376,5152.850809,2054.243582,63.5,17.76474,31.550989,4.2027102,434958,398951,20.1,101694,0,0,50,50,71,1009.48,469.785,0.063304607,0.72169084,0.215004552,38.94162,-0.376068383,0.060344826,37.82799911,,,,,0.097708,,,-2.71882,-2.09569,-1.60167,,,,
2006,Mississippi,2006_Mississippi,1.799999952,-1.5451354,93.3791,462251,3,494954,5262.305405,2002.041135,63.6,18.415211,30.816509,7.7154598,447710,404503,20.6,97267,0,0,50,49,120,883.586,587.185,0.058288141,0.720464536,0.221247323,37.46809,-0.131034479,-0.115942031,38.82500076,1,11,0,0,0.097708,0,0,-2.84202,-2.24533,-1.69842,0,0,0,0
2007,Mississippi,2007_Mississippi,1.700000048,-1.7188159,93.3897,461459,4.3,495026,5495.716654,1974.391373,63.8999939,16.10545,28.649429,7.65521,426116,405056,22.6,102669,1,0,50,49,81,1024.01,535.398,0.060602457,0.711262197,0.228135346,43.43159,-0.302631587,0.065359481,40.7480011,,,,,0.001908,,,-2.88333,-2.25308,-1.76964,,,,
2008,Mississippi,2008_Mississippi,2.099999905,-1.5601611,93.6652,460797,4.6,494122,5412.161576,1936.431371,,20.096161,32.28241,5.54914,447181,404694,18.1,109015,0,0,50,49,68,1064.22,514.959,0.062916772,0.702059858,0.23502337,50.06602,-0.388888896,0.01183432,41.06399918,1,11,0,0,0.001908,0,0,-2.85882,-2.31722,-1.77282,0,0,0,0
2009,Mississippi,2009_Mississippi,2,-1.5263942,93.471,460327,4.2,491962,5533.681961,2072.895807,,18.522779,34.42527,6.2046599,505920,405716,23.1,111478,0,0,50,50,54,1148.45,492.534,0.06913959,0.714148718,0.216711692,39.93431,-0.461538464,0.017964073,42.34899902,,,,,0,,,-3.01471,-2.37718,-1.83819,,,,
2010,Mississippi,2010_Mississippi,2.099999905,-1.4666905,,,,492481,5843.674026,2339.014972,75,24.19331,41.079601,7.9084802,575674,405577,22.7,102224,0,0,50,50,75,1047.51,614.243,0.075362408,0.726237578,0.198400014,31.16568,-0.413559318,-0.017361112,41.50299835,1,11,0,0,0,0,0,-2.94949,-2.28585,-1.75231,0,0,0,0
2011,Mississippi,2011_Mississippi,2.200000048,-1.4888892,,,,,6042.751175,2348.716083,75,19.28603,36.160419,6.0729198,622596,400490,17.4,97277,1,0,49,50,57,1047.31,475.532,0.088099014,0.712676028,0.199224958,45.37379,-0.302631587,-0.129870132,,,,,,,,,-2.89846,-2.29093,-1.7276,,,,
2012,Mississippi,2012_Mississippi,1.899999976,,,,,,6469.310326,2379.118021,75.5,24.83963,37.98708,6.17769,659872.25,398654,22,94773,0,0,49,50,44,,,0.10083562,0.699114478,0.200049902,45.621,,,,1,11,0,0,,0,0,-2.90236,-2.27293,-1.72981,0,0,0,0
2013,Mississippi,2013_Mississippi,,,,,,,6763.122524,2465.057301,77.6,25.224119,34.098438,9.1216698,668624.3333,391574,22.5,91652,0,0,,,44,,,,,,46.6365,,,,,,,,,,,-3.14699,-2.46922,-1.8836,,,,
2014,Mississippi,2014_Mississippi,,,,,,,6927.738744,2554.728374,80.8,21.284611,35.60239,6.5356102,656871,389497,,87973,0,0,,,28,,,,,,,,,,1,11,0,0,,0,0,-3.20373,-2.52545,-1.829,0,0,0,0
2015,Mississippi,2015_Mississippi,,,,,,,7206.958254,2606.661929,82.3,20.160629,31.36335,6.6767402,,384628,,89449,1,0,,,20,,,,,,,,,,1,,0,,,,,,,,,,0,
2003,Missouri,2003_Missouri,,-0.23735689,94.0182,851749,3.3,906499,,,80.37153947,10.54553,19.213791,2.8761001,591532,603434,10.7,129961,0,0,37,19,51,1570.5,559.528,0.063340955,0.709970967,0.226688079,43.92653,-0.193154037,-0.06185567,41.59899902,,,,,0.002765,,,-0.633077,-0.20961,0.1898,,,,
2004,Missouri,2004_Missouri,,-0.007320911,93.9991,851114,3.3,905941,7539.595026,2734.278479,80.6,12.10001,23.48336,3.5941899,699616,610807,12.2,132763,1,0,38,21,62,1624.77,619.084,0.061684793,0.702801133,0.235514074,46.94668,-0.206208423,0.015659954,39.87599945,1,9,0,2,0.002765,0,0,-0.659506,-0.184141,0.266018,1,0,0,0
2005,Missouri,2005_Missouri,3.400000095,-0.12043203,93.6511,859441,3.7,905449,7723.118408,2806.727293,81,13.23764,20.644911,4.2365799,766425,624385,11.6,132227,0,0,36,16,72,1570.23,651.012,0.062926524,0.704955069,0.232118407,47.595,-0.175257728,0.013888889,36.20899963,,,,,0.108812,,,-0.69493,-0.23155,0.208379,,,,
2006,Missouri,2006_Missouri,3.299999952,0.28907511,93.3143,858821,4.1,917705,7717.259568,2827.454432,81.9,13.31984,21.490419,4.1065402,796350,634351,11.4,132493,0,0,36,22,86,1604.92,757.754,0.064168255,0.707109005,0.22872274,48.95042,-0.241982505,-0.012121212,37.74000168,1,9,0,2,0.108812,0,0,-0.733735,-0.306704,0.12124,1,0,0,0
2007,Missouri,2007_Missouri,3.5,0.059948742,92.9042,852106,3.7,920353,7907.963106,2894.002568,82.39996338,15.23989,25.03138,5.4382701,823915,639003,12.8,134642,0,0,36,19,94,1678.43,708.482,0.06014906,0.703618696,0.236232243,60.09209,-0.243181825,0.043879908,41.49200058,,,,,0.071737,,,-0.799697,-0.381843,0.066179,,,,
2008,Missouri,2008_Missouri,3.599999905,0.26897424,92.9956,853580,4.9,917188,7907.641778,2829.159053,,17.83795,28.50564,6.7774701,888564,639155,13.3,143007,1,0,38,23,58,1786.69,727.217,0.056129866,0.700128388,0.243741747,60.45092,-0.16237624,0.184466019,41.43999863,1,9,0,2,0.071737,0,0,-0.799879,-0.405435,-0.011526,1,0,0,0
2009,Missouri,2009_Missouri,3.599999905,0.038319528,92.8624,852460,4.3,917871,8062.5031,2883.057241,,16.04232,25.052999,5.7465301,1033249,645262,15.5,150145,0,0,38,17,103,1794.58,871.397,0.062765852,0.707401184,0.229832964,51.86881,-0.131687239,0.071428575,44.30199814,,,,,0.002387,,,-1.05314,-0.625029,-0.195687,,,,
2010,Missouri,2010_Missouri,3.900000095,0.11245973,,,,917982,8025.945191,2847.880428,81,16.88785,27.7243,5.4513001,901349,649539,14.8,151224,0,0,39,17,96,1764.71,828.016,0.069401839,0.71467398,0.215924181,42.51294,-0.236749113,-0.026737968,40.95000076,1,9,0,2,0.002387,0,0,-1.15687,-0.742915,-0.263854,1,0,0,0
2011,Missouri,2011_Missouri,4,-0.091418281,,,,,8185.888028,2914.325263,84,15.31137,25.680389,5.8821101,943088,646161,15.4,145767,0,0,40,21,127,1807.11,877.39,0.083840489,0.726214306,0.189945205,47.61777,-0.269230783,0.028846154,,,,,,,,,-1.1532,-0.752874,-0.325006,,,,
2012,Missouri,2012_Missouri,3.799999952,,,,,,8345.294779,3033.506774,85.7,16.25304,26.564951,7.14645,947888.5833,638943,15.2,145900,1,0,42,19,117,,,0.098279138,0.737754633,0.163966229,46.36913,,,,1,10,0,2,,0,0,-1.1445,-0.79249,-0.354166,1,0,0,0
2013,Missouri,2013_Missouri,,,,,,,8337.283905,3076.033363,87.3,16.53001,25.718861,6.1984701,929942.8333,610364,13.7,140821,0,0,,,66,,,,,,44.96125,,,,,,,,,,,-1.31413,-0.846545,-0.387543,,,,
2014,Missouri,2014_Missouri,,,,,,,8479.239153,3108.822798,87.8,17.178011,27.29426,6.6394701,858416,604486,,138657,0,0,,,70,,,,,,,,,,1,9,0,2,,0,0,-1.26224,-0.809502,-0.386337,1,0,0,0
2015,Missouri,2015_Missouri,,,,,,,8624.922901,3221.047881,89,13.35388,23.244459,4.8903098,,603698,,134780,0,0,,,58,,,,,,,,,,1,,0,,,,,,,,,,0,
2003,Montana,2003_Montana,,0.29223153,89.2151,132356,3.6,149995,,,80.42575289,12.629,20.170839,3.0459299,71320,77464,15.1,21320,0,0,24,38,28,278.765,173.371,0.072867968,0.703760263,0.223371769,44.64138,-0.115384616,0.071428575,37.10900116,,,,,0.029574,,,-0.237123,0.233436,0.670171,,,,
2004,Montana,2004_Montana,,0.43339324,89.2935,130998,3.4,148356,5676.931341,3006.181637,81.5,12.73467,23.573669,5.3147402,77478,78651,14.1,21302,1,0,24,37,19,271.295,159.763,0.060597699,0.714556915,0.224845387,44.42615,-0.271604925,-0.15384616,35.08599854,0,9,0,1,0.029574,0,0,-0.267078,0.141099,0.620182,1,0,0,0
2005,Montana,2005_Montana,1.799999952,0.62135017,89.3629,129948,3.4,146705,6056.81651,3041.955425,81.9,9.2814903,14.45133,3.3216901,80870,79664,13.8,21102,0,0,21,36,21,272.537,144.213,0.064166672,0.710549757,0.225283571,55.12987,-0.170212761,-0.191489369,42.67599869,,,,,0.123494,,,-0.041955,0.362463,0.780395,,,,
2006,Montana,2006_Montana,,0.44275939,89.2354,128872,3.7,145416,6217.798162,3041.49427,81.5,8.8491898,16.661671,2.6026299,81567,83073,13.5,20156,0,0,22,37,22,258.63,156.93,0.067735645,0.706542599,0.225721756,43.5901,-0.274193555,-0.015873017,41.7820015,0,9,0,1,0.123494,0,0,0.026226,0.434513,0.850852,1,0,0,0
2007,Montana,2007_Montana,1.700000048,0.33351782,92.4949,132104,3.7,144418,6125.349947,3200.154537,82,12.9463,21.302799,4.7782001,79969,83844,13,19279,0,0,19,37,14,288.73,141.237,0.064919016,0.698671838,0.236409146,59.75659,-0.337078661,0.079545453,44.26100159,,,,,0.152919,,,-0.019242,0.404387,0.830919,,,,
2008,Montana,2008_Montana,,0.17090295,93.0112,131982,5.2,142823,5837.738866,3177.060283,,15.98351,21.800911,5.77775,80407,86482,12.9,19914,1,0,25,31,15,305.552,152.884,0.062102386,0.690801078,0.247096536,62.69925,-0.138888896,0.0625,43.17699814,0,9,0,1,0.152919,0,0,-0.151761,0.24394,0.695071,1,0,0,0
2009,Montana,2009_Montana,2,0.33986005,92.1703,130704,5,141899,6129.290298,3327.807932,,13.78862,23.86208,5.3006902,92453,86652,13.5,20673,0,0,26,26,16,316.161,146.952,0.063144665,0.699116778,0.237738558,53.81427,-0.25454545,-0.093457945,41.24399948,,,,,0.011429,,,-0.106956,0.331511,0.731339,,,,
2010,Montana,2010_Montana,,0.31943148,,,,141807,6194.691846,3343.499929,82,18.432489,29.22555,5.55446,113570,87476,14,20742,0,0,25,31,14,336.193,178.051,0.064186943,0.707432477,0.228380579,44.54412,-0.149606302,-0.015625,39.13000107,0,9,0,1,0.011429,0,0,-0.130232,0.278672,0.724979,1,0,0,0
2011,Montana,2011_Montana,2,0.51066881,,,,,6264.308067,3253.051664,84,16.352011,25.25968,5.3868098,124243,87622,16.5,20164,0,0,26,35,18,353.001,180.494,0.08976602,0.70884084,0.201393139,53.61443,-0.02631579,0.15384616,,,,,,,,,-0.109144,0.29381,0.732266,,,,
2012,Montana,2012_Montana,,,,,,,6465.108793,3249.88572,84.4,13.1648,23.59375,5.70434,125873.6667,86705,13.4,20457,1,0,29,23,17,,,0.115345097,0.710249203,0.1744057,55.29403,,,,0,9,0,1,,0,0,-0.111192,0.297029,0.720504,1,0,0,0
2013,Montana,2013_Montana,,,,,,,6413.259577,3265.247283,85.4,11.74446,22.625601,4.2878399,128530.9167,84069,14.5,19848,0,0,,,12,,,,,,49.57113,,,,,,,,,,,-0.15774,0.302014,0.773699,,,,
2014,Montana,2014_Montana,,,,,,,6354.031168,3205.601458,86,15.10729,22.01782,6.1468601,124906,83248,,19227,0,0,,,12,,,,,,,,,,0,9,0,1,,0,0,-0.218786,0.266881,0.73251,1,0,0,0
2015,Montana,2015_Montana,,,,,,,6404.11368,3277.008149,85.6,13.13567,22.90163,4.02072,,81872,,18476,0,0,,,11,,,,,,,,,,0,,0,,,,,,,,,,1,
2003,Nebraska,2003_Nebraska,,0.694363,91.1782,260352,3.1,285402,,,87.64961446,11.69667,19.646749,3.95065,99243,222865,9.8,38286,0,0,15,12,19,426.192,174.694,0.069215631,0.713188176,0.217596193,27.1869,-0.16546762,-0.198529407,37.42499924,,,,,0.032933,,,-0.593547,-0.112268,0.282429,,,,
